episode_index,npz_name,seed,source_success,source_ever_attached,source_final_drawer,source_max_drawer,replay_mode,success,ever_attached,attach_step,first_near_handle_step,first_major_open_step,final_drawer_fraction,max_drawer_fraction,mean_position_error_m,p95_position_error_m,max_position_error_m,mean_handle_distance_m,handle_distance_vs_source_error,failure_stage,attach_threshold_m,min_handle_distance_m,n_recorded_steps,attach_threshold_sweep_m
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,open_loop,False,True,77,92,35,0.0,1.0,0.14945738017559052,0.3773045748472214,0.6062377095222473,0.2841271162033081,0.17244499921798706,pull_no_open,0.05,0.03839823231101036,200,0.05
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,oracle_reachability,True,True,35,,64,1.0,1.0,0.2835753858089447,0.415599250793457,0.710412859916687,0.17696727812290192,0.06713105738162994,success,0.05,0.06582340598106384,65,0.05
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,state_anchored_legacy,True,True,43,,64,1.0,1.0,0.04680301621556282,0.1695283561944961,0.21906815469264984,0.20325914025306702,0.08586231619119644,success,0.05,0.08170998096466064,67,0.05
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,open_loop,False,False,,126,64,0.9687612652778625,1.0,0.08429848402738571,0.2886809468269348,0.6274324059486389,0.2158241719007492,0.06359723955392838,near_handle_no_attach,0.05,0.048888444900512695,200,0.05
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,oracle_reachability,True,True,34,31,85,0.9712115526199341,0.9712115526199341,0.22892659902572632,0.3341464906930923,0.3582529127597809,0.14105090498924255,0.04218849167227745,success,0.05,0.03213369846343994,86,0.05
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,state_anchored_legacy,True,True,43,,6,0.9980657696723938,0.9980657696723938,0.053735315799713135,0.2649948582053183,0.32239145040512085,0.17893634736537933,0.055177826434373856,success,0.05,0.11682239174842834,63,0.05
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,open_loop,False,False,,141,149,0.0,0.27451470494270325,0.18882696330547333,0.5644855052232742,0.9509281516075134,0.1738913357257843,0.12337098270654678,near_handle_no_attach,0.05,0.0496491938829422,200,0.05
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,oracle_reachability,True,True,36,,7,0.30475765466690063,0.9438735246658325,0.22916288673877716,0.44325356483459444,0.7761778235435486,0.15541104972362518,0.12883374094963074,success,0.05,0.054635509848594666,69,0.05
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,state_anchored_legacy,False,True,41,106,15,0.0,1.0,0.10462018847465515,0.2848316952586174,0.617164134979248,0.16796453297138214,0.17163364589214325,pull_no_open,0.05,0.04545513913035393,200,0.05
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,open_loop,False,False,,155,40,0.0362698920071125,1.0,0.22934162616729736,0.551109471917152,0.8160440921783447,0.20076647400856018,0.15623508393764496,near_handle_no_attach,0.05,0.024997709318995476,200,0.05
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,oracle_reachability,True,True,51,,55,0.9742679595947266,0.9742679595947266,0.24899719655513763,0.4723786950111385,0.6725316047668457,0.19353817403316498,0.10065167397260666,success,0.05,0.06317813694477081,57,0.05
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,state_anchored_legacy,False,True,44,,9,0.4108574390411377,1.0,0.16307494044303894,0.6228513479232778,1.0576409101486206,0.2370711863040924,0.1688559502363205,never_near_handle,0.05,0.07404976338148117,200,0.05
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,open_loop,False,False,,,7,0.0,0.4090992510318756,0.13278190791606903,0.5160566985607149,0.6660860776901245,0.15529756247997284,0.07622195780277252,never_near_handle,0.05,0.06718415021896362,200,0.05
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,oracle_reachability,True,True,46,77,8,0.2129819691181183,1.0,0.1822723001241684,0.5059696912765501,0.643945574760437,0.17711564898490906,0.10140249878168106,success,0.05,0.04944921284914017,79,0.05
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,state_anchored_legacy,True,True,43,59,45,1.0,1.0,0.09421198070049286,0.2785009935498238,0.8499904274940491,0.20954018831253052,0.06519167125225067,success,0.05,0.03504561632871628,82,0.05
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,open_loop,False,True,54,57,,0.12162546068429947,0.12162546068429947,0.10691621899604797,0.3644984111189842,0.48389732837677,0.09982085973024368,0.06082519143819809,attached_no_pull,0.05,0.04179937392473221,200,0.05
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,oracle_reachability,True,True,35,35,41,0.9974148273468018,0.9974148273468018,0.13035517930984497,0.30630157887935633,0.5190985202789307,0.17771701514720917,0.05710136145353317,success,0.05,0.014617711305618286,133,0.05
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,state_anchored_legacy,True,True,36,,57,1.0,1.0,0.06826517730951309,0.19019545838236804,0.3418761193752289,0.20181064307689667,0.06447245180606842,success,0.05,0.0682283416390419,58,0.05
3,seed_007_branch2_phase_scaled_ep3.npz,7,True,True,1.0,1.0,open_loop,False,True,73,96,34,0.7634063959121704,1.0,0.14959506690502167,0.36005064994096764,0.7545385360717773,0.301340252161026,0.21080002188682556,pull_no_open,0.1,0.04488740488886833,200,0.1
3,seed_007_branch2_phase_scaled_ep3.npz,7,True,True,1.0,1.0,oracle_reachability,True,True,45,38,46,0.0,1.0,0.30522993206977844,0.5544959634542465,0.7548837661743164,0.20357485115528107,0.09830974042415619,success,0.1,0.036271948367357254,70,0.1
3,seed_007_branch2_phase_scaled_ep3.npz,7,True,True,1.0,1.0,state_anchored_legacy,True,True,45,,65,0.9027606844902039,0.9027606844902039,0.08011665940284729,0.2733216658234596,0.3964632451534271,0.23012720048427582,0.10500895977020264,success,0.1,0.12736745178699493,66,0.1
25,seed_008_branch2_phase_scaled_ep0.npz,8,True,True,0.05803622677922249,1.0,open_loop,True,True,38,25,50,1.0,1.0,0.10602433979511261,0.26259782537817955,0.5228617787361145,0.15866824984550476,0.05085134133696556,success,0.1,0.05952322483062744,66,0.1
25,seed_008_branch2_phase_scaled_ep0.npz,8,True,True,0.05803622677922249,1.0,oracle_reachability,True,True,30,31,33,1.0,1.0,0.1091826930642128,0.27259361743927,0.35149672627449036,0.17731131613254547,0.03777622431516647,success,0.1,0.0949631929397583,36,0.1
25,seed_008_branch2_phase_scaled_ep0.npz,8,True,True,0.05803622677922249,1.0,state_anchored_legacy,False,True,39,41,19,0.0,1.0,0.08650138229131699,0.27418218106031417,0.505997359752655,0.21484681963920593,0.07308738678693771,pull_no_open,0.1,0.09275467693805695,200,0.1
138,seed_012_branch2_phase_scaled_ep4.npz,12,True,True,0.9659833312034607,1.0,open_loop,True,True,51,51,52,0.2731584310531616,1.0,0.06877537816762924,0.15705933496356003,0.5779348611831665,0.16871345043182373,0.0754416361451149,success,0.1,0.07838362455368042,54,0.1
138,seed_012_branch2_phase_scaled_ep4.npz,12,True,True,0.9659833312034607,1.0,oracle_reachability,True,True,34,20,10,0.9038873314857483,1.0,0.25315120816230774,0.3578750267624855,0.5239579081535339,0.120921291410923,0.04462461918592453,success,0.1,0.03794969990849495,56,0.1
138,seed_012_branch2_phase_scaled_ep4.npz,12,True,True,0.9659833312034607,1.0,state_anchored_legacy,False,True,34,62,13,1.0,1.0,0.14195819199085236,0.5569620430469513,0.8851358294487,0.33467674255371094,0.15411271154880524,pull_no_open,0.1,0.07238912582397461,200,0.1
157,seed_013_branch2_phase_scaled_ep0.npz,13,True,True,0.9232431650161743,0.9232431650161743,open_loop,False,False,,,7,1.0,1.0,0.202190563082695,0.42213599383831024,0.5710945725440979,0.393515944480896,0.2055443525314331,never_near_handle,0.1,0.14601057767868042,200,0.1
157,seed_013_branch2_phase_scaled_ep0.npz,13,True,True,0.9232431650161743,0.9232431650161743,oracle_reachability,True,True,29,24,19,0.7006102204322815,1.0,0.2783829867839813,0.5054527908563613,0.6634746193885803,0.17598716914653778,0.11150802671909332,success,0.1,0.042838651686906815,47,0.1
157,seed_013_branch2_phase_scaled_ep0.npz,13,True,True,0.9232431650161743,0.9232431650161743,state_anchored_legacy,True,True,42,51,40,0.9232431650161743,0.9232431650161743,0.1149146631360054,0.3505622148513794,0.6960154175758362,0.2803495526313782,0.14607734978199005,success,0.1,0.06974688172340393,71,0.1
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,open_loop,False,True,75,83,35,1.0,1.0,0.1494394838809967,0.3752406060695649,0.6062514185905457,0.3416433036327362,0.18523424863815308,pull_no_open,0.1,0.028289832174777985,200,0.1
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,oracle_reachability,True,True,33,24,39,1.0,1.0,0.2659966051578522,0.3722224831581116,0.41822803020477295,0.18913133442401886,0.06829705834388733,success,0.1,0.09218735247850418,41,0.1
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,state_anchored_legacy,True,True,43,11,64,1.0,1.0,0.04680301621556282,0.1695283561944961,0.21906815469264984,0.20325914025306702,0.08586231619119644,success,0.1,0.08170998096466064,67,0.1
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,open_loop,False,False,,24,64,0.9687612652778625,1.0,0.08429848402738571,0.2886809468269348,0.6274324059486389,0.2158241719007492,0.06359723955392838,near_handle_no_attach,0.1,0.048888444900512695,200,0.1
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,oracle_reachability,True,True,29,66,56,0.9038028120994568,0.9038028120994568,0.23471157252788544,0.30206452012062074,0.3669777810573578,0.12131809443235397,0.03412014991044998,success,0.1,0.067644402384758,113,0.1
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,state_anchored_legacy,True,True,43,,6,0.9980657696723938,0.9980657696723938,0.053735315799713135,0.2649948582053183,0.32239145040512085,0.17893634736537933,0.055177826434373856,success,0.1,0.11682239174842834,63,0.1
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,open_loop,True,True,44,48,44,1.0,1.0,0.16138653457164764,0.6329314112663269,0.9509281516075134,0.19142083823680878,0.11874070018529892,success,0.1,0.09342052042484283,71,0.1
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,oracle_reachability,True,True,32,12,7,0.7461072206497192,1.0,0.3085406720638275,0.6042033433914185,0.8461185693740845,0.1940661519765854,0.12441005557775497,success,0.1,0.05102871358394623,101,0.1
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,state_anchored_legacy,False,True,41,55,15,0.0,1.0,0.10462018847465515,0.2848316952586174,0.617164134979248,0.16796453297138214,0.17163364589214325,pull_no_open,0.1,0.04545513913035393,200,0.1
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,open_loop,True,True,45,12,40,1.0,1.0,0.180642232298851,0.46423833966255185,0.6437327861785889,0.18357203900814056,0.13491211831569672,success,0.1,0.04904642701148987,57,0.1
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,oracle_reachability,True,True,47,37,50,0.9798446893692017,0.9798446893692017,0.2450135052204132,0.5050891637802124,0.5757943987846375,0.1734355241060257,0.10544218122959137,success,0.1,0.07624194025993347,61,0.1
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,state_anchored_legacy,False,True,44,95,9,0.4108574390411377,1.0,0.16307494044303894,0.6228513479232778,1.0576409101486206,0.2370711863040924,0.1688559502363205,pull_no_open,0.1,0.07404976338148117,200,0.1
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,open_loop,False,True,58,58,7,0.0,0.8405333161354065,0.1358463168144226,0.5160566985607149,0.6660860776901245,0.15672078728675842,0.0760636180639267,pull_no_open,0.1,0.012945619411766529,200,0.1
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,oracle_reachability,True,True,42,32,8,0.0,1.0,0.17563112080097198,0.501626665890217,0.643945574760437,0.16349606215953827,0.0878467708826065,success,0.1,0.05122897028923035,91,0.1
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,state_anchored_legacy,True,True,43,34,45,1.0,1.0,0.09421198070049286,0.2785009935498238,0.8499904274940491,0.20954018831253052,0.06519167125225067,success,0.1,0.03504561632871628,82,0.1
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,open_loop,False,True,35,33,55,0.0,0.8011376261711121,0.11358850449323654,0.4418566361069679,0.48389732837677,0.1152753233909607,0.04507415369153023,pull_no_open,0.1,0.03853749856352806,200,0.1
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,oracle_reachability,True,True,26,71,38,0.9052853584289551,0.9052853584289551,0.11094875633716583,0.30588453561067575,0.5190985202789307,0.13204102218151093,0.04874233528971672,success,0.1,0.08810750395059586,87,0.1
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,state_anchored_legacy,True,True,35,33,57,1.0,1.0,0.0684862807393074,0.18761206567287442,0.3418761193752289,0.20210584998130798,0.06417723000049591,success,0.1,0.0682283416390419,58,0.1
3,seed_007_branch2_phase_scaled_ep3.npz,7,True,True,1.0,1.0,open_loop,False,True,73,6,34,0.7634063959121704,1.0,0.14959506690502167,0.36005064994096764,0.7545385360717773,0.301340252161026,0.21080002188682556,pull_no_open,0.15,0.04488740488886833,200,0.15
3,seed_007_branch2_phase_scaled_ep3.npz,7,True,True,1.0,1.0,oracle_reachability,True,True,45,24,46,0.0,1.0,0.30522993206977844,0.5544959634542465,0.7548837661743164,0.20357485115528107,0.09830974042415619,success,0.15,0.036271948367357254,70,0.15
3,seed_007_branch2_phase_scaled_ep3.npz,7,True,True,1.0,1.0,state_anchored_legacy,True,True,45,16,65,0.9027606844902039,0.9027606844902039,0.08011665940284729,0.2733216658234596,0.3964632451534271,0.23012720048427582,0.10500895977020264,success,0.15,0.12736745178699493,66,0.15
25,seed_008_branch2_phase_scaled_ep0.npz,8,True,True,0.05803622677922249,1.0,open_loop,True,True,38,14,50,1.0,1.0,0.10602433979511261,0.26259782537817955,0.5228617787361145,0.15866824984550476,0.05085134133696556,success,0.15,0.05952322483062744,66,0.15
25,seed_008_branch2_phase_scaled_ep0.npz,8,True,True,0.05803622677922249,1.0,oracle_reachability,True,True,26,23,29,0.964992105960846,0.964992105960846,0.10506880283355713,0.2681950032711029,0.35149672627449036,0.16319385170936584,0.03656330332159996,success,0.15,0.04056614264845848,41,0.15
25,seed_008_branch2_phase_scaled_ep0.npz,8,True,True,0.05803622677922249,1.0,state_anchored_legacy,False,True,38,20,19,0.15159708261489868,1.0,0.08558370172977448,0.27418218106031417,0.505997359752655,0.163277268409729,0.0718296691775322,pull_no_open,0.15,0.08859680593013763,200,0.15
138,seed_012_branch2_phase_scaled_ep4.npz,12,True,True,0.9659833312034607,1.0,open_loop,True,True,34,5,52,1.0,1.0,0.07349899411201477,0.18167217522859558,0.6330585479736328,0.17347075045108795,0.07920610904693604,success,0.15,0.12159182876348495,55,0.15
138,seed_012_branch2_phase_scaled_ep4.npz,12,True,True,0.9659833312034607,1.0,oracle_reachability,True,True,34,10,10,0.9038873314857483,1.0,0.25315120816230774,0.3578750267624855,0.5239579081535339,0.120921291410923,0.04462461918592453,success,0.15,0.03794969990849495,56,0.15
138,seed_012_branch2_phase_scaled_ep4.npz,12,True,True,0.9659833312034607,1.0,state_anchored_legacy,False,True,34,39,13,1.0,1.0,0.14195819199085236,0.5569620430469513,0.8851358294487,0.33467674255371094,0.15411271154880524,pull_no_open,0.15,0.07238912582397461,200,0.15
157,seed_013_branch2_phase_scaled_ep0.npz,13,True,True,0.9232431650161743,0.9232431650161743,open_loop,False,False,,5,7,1.0,1.0,0.202190563082695,0.42213599383831024,0.5710945725440979,0.393515944480896,0.2055443525314331,near_handle_no_attach,0.15,0.14601057767868042,200,0.15
157,seed_013_branch2_phase_scaled_ep0.npz,13,True,True,0.9232431650161743,0.9232431650161743,oracle_reachability,True,True,29,11,19,0.7006102204322815,1.0,0.2783829867839813,0.5054527908563613,0.6634746193885803,0.17598716914653778,0.11150802671909332,success,0.15,0.042838651686906815,47,0.15
157,seed_013_branch2_phase_scaled_ep0.npz,13,True,True,0.9232431650161743,0.9232431650161743,state_anchored_legacy,True,True,42,10,40,0.9232431650161743,0.9232431650161743,0.1149146631360054,0.3505622148513794,0.6960154175758362,0.2803495526313782,0.14607734978199005,success,0.15,0.06974688172340393,71,0.15
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,open_loop,False,True,75,5,35,1.0,1.0,0.1494394838809967,0.3752406060695649,0.6062514185905457,0.3416433036327362,0.18523424863815308,pull_no_open,0.15,0.028289832174777985,200,0.15
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,oracle_reachability,True,True,33,11,39,1.0,1.0,0.2659966051578522,0.3722224831581116,0.41822803020477295,0.18913133442401886,0.06829705834388733,success,0.15,0.09218735247850418,41,0.15
158,seed_013_branch2_phase_scaled_ep2.npz,13,True,True,1.0,1.0,state_anchored_legacy,True,True,43,11,64,1.0,1.0,0.04680301621556282,0.1695283561944961,0.21906815469264984,0.20325914025306702,0.08586231619119644,success,0.15,0.08170998096466064,67,0.15
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,open_loop,True,True,42,6,63,0.9293609261512756,0.9293609261512756,0.07252265512943268,0.25498982071876525,0.383821964263916,0.1705431044101715,0.0565764345228672,success,0.15,0.03188528120517731,71,0.15
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,oracle_reachability,True,True,28,22,39,0.9119071364402771,0.9119071364402771,0.24908369779586792,0.3085543870925903,0.39927929639816284,0.12679782509803772,0.0339982695877552,success,0.15,0.09692727029323578,106,0.15
180,seed_014_branch2_phase_scaled_ep1.npz,14,True,True,0.9980657696723938,0.9980657696723938,state_anchored_legacy,True,True,42,14,6,1.0,1.0,0.04941869527101517,0.19425444528460492,0.32239145040512085,0.17746421694755554,0.05294283106923103,success,0.15,0.11682239174842834,62,0.15
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,open_loop,True,True,40,11,43,1.0,1.0,0.09051279723644257,0.21145301535725594,0.8884656429290771,0.1611263006925583,0.10611440986394882,success,0.15,0.05447655916213989,44,0.15
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,oracle_reachability,True,True,26,7,7,0.35071995854377747,0.9857555031776428,0.308125764131546,0.515218049287796,0.7766332626342773,0.16016462445259094,0.12869170308113098,success,0.15,0.0703696608543396,131,0.15
181,seed_014_branch2_phase_scaled_ep3.npz,14,True,True,0.43190181255340576,1.0,state_anchored_legacy,False,True,41,12,15,0.0,1.0,0.10462018847465515,0.2848316952586174,0.617164134979248,0.16796453297138214,0.17163364589214325,pull_no_open,0.15,0.04545513913035393,200,0.15
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,open_loop,True,True,45,10,40,1.0,1.0,0.180642232298851,0.46423833966255185,0.6437327861785889,0.18357203900814056,0.13491211831569672,success,0.15,0.04904642701148987,57,0.15
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,oracle_reachability,True,True,44,13,46,1.0,1.0,0.2669847309589386,0.5393406927585602,0.7047610282897949,0.1724206507205963,0.12497173249721527,success,0.15,0.049922648817300797,87,0.15
182,seed_014_branch2_phase_scaled_ep4.npz,14,True,True,1.0,1.0,state_anchored_legacy,False,True,43,9,9,0.0,1.0,0.15474407374858856,0.5027485206723212,1.0463249683380127,0.24511554837226868,0.17257162928581238,pull_no_open,0.15,0.07459761202335358,200,0.15
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,open_loop,False,True,56,7,7,0.0,0.5545352101325989,0.13742870092391968,0.5160566985607149,0.6660860776901245,0.15721911191940308,0.07519170641899109,pull_no_open,0.15,0.032564543187618256,200,0.15
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,oracle_reachability,True,True,38,7,8,0.08358258754014969,1.0,0.1773097962141037,0.501626665890217,0.643945574760437,0.14314669370651245,0.06665320694446564,success,0.15,0.04289820417761803,89,0.15
205,seed_015_branch2_phase_scaled_ep0.npz,15,True,True,1.0,1.0,state_anchored_legacy,True,True,42,19,45,0.9989469647407532,0.9989469647407532,0.0985371321439743,0.2612969473004341,0.8499904274940491,0.21213777363300323,0.06652091443538666,success,0.15,0.05024980008602142,82,0.15
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,open_loop,False,True,35,15,55,0.0,0.8011376261711121,0.11358850449323654,0.4418566361069679,0.48389732837677,0.1152753233909607,0.04507415369153023,pull_no_open,0.15,0.03853749856352806,200,0.15
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,oracle_reachability,True,True,25,22,35,0.9041283130645752,0.9041283130645752,0.11554346978664398,0.2987716838717461,0.5190985202789307,0.135722815990448,0.04810762032866478,success,0.15,0.09312871843576431,82,0.15
209,seed_015_branch2_phase_scaled_ep4.npz,15,True,True,1.0,1.0,state_anchored_legacy,True,True,35,33,57,1.0,1.0,0.0684862807393074,0.18761206567287442,0.3418761193752289,0.20210584998130798,0.06417723000049591,success,0.15,0.0682283416390419,58,0.15
